keypoint 1 x,keypoint 1 y,keypoint 2 x,keypoint 2 y,keypoint 3 x,keypoint 3 y,keypoint 4 x,keypoint 4 y,keypoint 5 x,keypoint 5 y,keypoint 6 x,keypoint 6 y,keypoint 7 x,keypoint 7 y,keypoint 8 x,keypoint 8 y,keypoint 9 x,keypoint 9 y,keypoint 10 x,keypoint 10 y,keypoint 11 x,keypoint 11 y,keypoint 12 x,keypoint 12 y,keypoint 13 x,keypoint 13 y,keypoint 14 x,keypoint 14 y,keypoint 15 x,keypoint 15 y,keypoint 16 x,keypoint 16 y,keypoint 17 x,keypoint 17 y,keypoint 18 x,keypoint 18 y,keypoint 19 x,keypoint 19 y,keypoint 20 x,keypoint 20 y,keypoint 21 x,keypoint 21 y,keypoint 22 x,keypoint 22 y,keypoint 23 x,keypoint 23 y,keypoint 24 x,keypoint 24 y,keypoint 25 x,keypoint 25 y,keypoint 26 x,keypoint 26 y,keypoint 27 x,keypoint 27 y,keypoint 28 x,keypoint 28 y,keypoint 29 x,keypoint 29 y,keypoint 30 x,keypoint 30 y,keypoint 31 x,keypoint 31 y,keypoint 32 x,keypoint 32 y
4.4818122177458575,1.154620392584369,4.500663162930908,1.154620392584369,4.519514108115959,1.154620392584369,4.406408437005654,1.154620392584369,4.378132019228077,1.159333128880632,4.349855601450501,1.159333128880632,4.547790525893535,1.1781840740656828,4.307440974784136,1.1876095466582082,4.4959504266346455,1.2818642725834628,4.3969829644131275,1.2865770088797255,4.717449032558994,1.489224669619023,4.109506050341102,1.4656609881377094,5.141595299222639,1.206460491843259,3.7560508281213965,1.140482183695581,4.679747142188892,1.2347369096208356,4.222611721451407,1.2111732281395218,4.585492416263637,1.22531143702831,4.307440974784136,1.2347369096208356,4.580779679967375,1.2488751185096236,4.316866447376661,1.2630133273984119,4.599630625152425,1.2677260636946746,4.288590029599085,1.2630133273984119,4.623194306633739,2.469473819241671,4.288590029599085,2.4836120281304592,4.604343361448688,3.1433951096072414,4.283877293302822,3.1386823733109788,4.580779679967375,3.638232420714828,4.293302765895348,3.5958177940484637,4.557215998486061,3.694785256269981,4.321579183672924,3.6523706296036162,4.656183460707578,3.925709334786855,4.222611721451407,3.8832947081204905
4.440823287374804,1.144060678661227,4.459501829067232,1.144060678661227,4.47818037075966,1.144060678661227,4.366109120605091,1.1487303140843341,4.333421672643342,1.1487303140843341,4.310073495527806,1.1487303140843341,4.506198183298303,1.1720784911998694,4.268046776719843,1.1767481266229765,4.454832193644125,1.2794801059313317,4.356769849758877,1.2794801059313317,4.669635423107049,1.4756047937018277,4.071922088949347,1.4569262520093995,5.071224069494256,1.1954266683154047,3.7216994322163184,1.134721407815013,4.608930162606658,1.1954266683154047,4.174654068257702,1.2000963037385117,4.515537454144517,1.1627392203536553,4.263377141296736,1.1860873974691906,4.506198183298303,1.1860873974691906,4.268046776719843,1.21877484543094,4.524876724990731,1.2094355745847258,4.240028964181201,1.2374533871233682,4.5715730792218014,2.460897867977415,4.244698599604308,2.470237138823629,4.562233808375588,3.128655733481723,4.230689693334987,3.114646827212402,4.538885631260052,3.6096281820617495,4.240028964181201,3.586280004946214,4.515537454144517,3.660994171715927,4.268046776719843,3.6376459946003914,4.608930162606658,3.8898063074481724,4.174654068257702,3.852449224063316
4.4308587795454155,1.1414935867388294,4.449495409532989,1.1414935867388294,4.468132039520561,1.1414935867388294,4.356312259595125,1.1461527442357227,4.328357314613766,1.1461527442357227,4.3004023696324065,1.1461527442357227,4.49608698450192,1.1694485317201886,4.258469952160368,1.178766846713975,4.444836252036096,1.281268311645625,4.351653102098232,1.285927469142518,4.659157496893181,1.4769529265151384,4.062785337290855,1.4583162965275658,5.055185884129102,1.1974034767015476,3.7180076825207586,1.132175271745043,4.589270134439784,1.1880851617077612,4.1652868022225045,1.1974034767015476,4.49608698450192,1.155471059229509,4.253810794663475,1.178766846713975,4.486768669508134,1.1741076892170816,4.258469952160368,1.2113809491922272,4.505405299495706,1.2020626341984408,4.230515007179009,1.2300175791797998,4.5613151894584245,2.464694315856493,4.230515007179009,2.469353473353386,4.551996874464638,3.1216355229184316,4.221196692185222,3.112317207924645,4.528701086980172,3.6061879025953223,4.230515007179009,3.5828921151108566,4.505405299495706,3.652779477564254,4.258469952160368,3.6341428475766815,4.59858844943357,3.8810781949120203,4.1652868022225045,3.848464092433768
4.441198568046156,1.1488273898415924,4.4598786882061825,1.1488273898415924,4.478558808366208,1.144157359801586,4.366478087406053,1.153497419881599,4.338457907166013,1.153497419881599,4.310437726925975,1.153497419881599,4.506578988606247,1.1768475700816312,4.2684074565659165,1.1908576602016507,4.455208658166176,1.2889282910417867,4.361808057366046,1.2935983210817932,4.670030040006473,1.480399522682052,4.0722661948856445,1.4663894325620326,5.062312563367017,1.2001977202816636,3.7266839719251657,1.1394873297615795,4.5953095593663695,1.1861876301616443,4.170336825725781,1.2001977202816636,4.501908958566241,1.153497419881599,4.259067396485904,1.1768475700816312,4.492568898486227,1.1721775400416248,4.2637374265259105,1.2095377803616767,4.511249018646254,1.2001977202816636,4.231047216245865,1.2282179005217024,4.571959409166338,2.4704458911634246,4.240387276325878,2.475115921203431,4.562619349086325,3.128920126804337,4.231047216245865,3.1195800667243243,4.543939228926298,3.6146032509650103,4.240387276325878,3.591253100764978,4.51591904868626,3.661303551365075,4.2684074565659165,3.6426234312050494,4.609319649486389,3.890135023325392,4.175006855765787,3.8621148430853536
4.447258997103362,1.1562873392468742,4.470665623403907,1.1516060139867654,4.489390924444342,1.1516060139867654,4.377039118201731,1.1562873392468742,4.348951166641077,1.1562873392468742,4.320863215080425,1.1562873392468742,4.512797550744886,1.1796939655474183,4.274049962479337,1.1937379413277447,4.465984298143797,1.2920457717900296,4.372357792941622,1.2967270970501383,4.681325260108803,1.4839801074544905,4.082115626814876,1.474617456934273,5.069875256697833,1.207781917108071,3.7356975575668248,1.1469246887266566,4.601742730686953,1.189056616067636,4.175742132017052,1.2031005918479623,4.508116225484777,1.1516060139867654,4.269368637219228,1.1750126402873096,4.5034349002246685,1.1750126402873096,4.274049962479337,1.2124632423681798,4.517478876004994,1.2031005918479623,4.241280685658575,1.2311885434086152,4.583017429646518,2.4764210625975567,4.245962010918684,2.4811023878576655,4.573654779126301,3.136487924272898,4.241280685658575,3.12712527375268,4.554929478085865,3.6280270765843223,4.2506433361787925,3.604620450283778,4.526841526525212,3.6701590039253014,4.278731287739446,3.656115028144975,4.6204680317273885,3.9042252669307413,4.18510478253727,3.8761373153700887
4.436879323919029,1.1535886242189475,4.455560921072372,1.1535886242189475,4.478912917514051,1.1489182249306116,4.366823334593992,1.1582590235072834,4.338800938863977,1.1582590235072834,4.310778543133962,1.1582590235072834,4.50226491395573,1.1816110199489624,4.264074550250603,1.19562221781397,4.450890521784036,1.293700602869022,4.362152935305655,1.2983710021573578,4.67039928833582,1.4805165744024549,4.072588179428835,1.4711757758257833,5.058042429267693,1.2049630163906415,3.726978632091984,1.1489182249306116,4.591002500434111,1.1862814192372981,4.165996165195551,1.2002926171023056,4.497594514667394,1.1489182249306116,4.254733751673932,1.1769406206606265,4.488253716090723,1.1722702213722906,4.254733751673932,1.2096334156789772,4.506935313244066,1.2002926171023056,4.226711355943917,1.2283150128323206,4.572320903280768,2.4706412235296487,4.236052154520588,2.4799820221063205,4.567650503992431,3.129167523184999,4.231381755232253,3.1198267246083278,4.544298507550753,3.6195594484602602,4.2453929530972605,3.5962074520185814,4.516276111820738,3.6615930420552827,4.268744949538939,3.647581844190275,4.6050136982991186,3.895113006472074,4.175336963772223,3.867090610742059
4.457687322470812,1.163691006287117,4.476456532249636,1.158998703842411,4.4952257420284605,1.158998703842411,4.3826104833555135,1.1683833087318232,4.359148971131983,1.163691006287117,4.3309951564637466,1.1683833087318232,4.523379556696697,1.1871525185106477,4.284072132016685,1.201229425844766,4.47176422980493,1.3044600796283006,4.3826104833555135,1.3091523820730067,4.692302444706117,1.4921521774165454,4.091687731783734,1.482767572527133,5.081763547616725,1.2153063331788845,3.7444573508754817,1.158998703842411,4.6125333031461135,1.1918448209553538,4.176149175788445,1.205921728289472,4.518687254251991,1.158998703842411,4.2653029222378605,1.1824602160659416,4.509302649362579,1.1777679136212353,4.2699952246825665,1.2153063331788845,4.528071859141403,1.205921728289472,4.24184141001433,1.2340755429577088,4.593764093367289,2.482227993249536,4.255918317348448,2.491612598138948,4.589071790922583,3.1438426379530986,4.251226014903742,3.1344580330636864,4.565610278699052,3.636534394647241,4.2653029222378605,3.6130728824237104,4.537456464030815,3.678765116649596,4.293456736906097,3.664688209315478,4.626610210480232,3.9133802388849017,4.194918385567269,3.885226424216665
4.447258997103362,1.1656499897670918,4.465984298143797,1.160968664506983,4.484709599184233,1.160968664506983,4.372357792941622,1.1656499897670918,4.344269841380969,1.1656499897670918,4.320863215080425,1.1656499897670918,4.512797550744886,1.189056616067636,4.274049962479337,1.2031005918479623,4.461302972883689,1.3014084223102471,4.372357792941622,1.306089747570356,4.681325260108803,1.4886614327145993,4.082115626814876,1.4792987821943817,5.069875256697833,1.2124632423681798,3.7356975575668248,1.1562873392468742,4.601742730686953,1.189056616067636,4.1663794814968345,1.2031005918479623,4.508116225484777,1.1562873392468742,4.255324661438902,1.1796939655474183,4.498753574964559,1.1796939655474183,4.26000598669901,1.2124632423681798,4.517478876004994,1.2031005918479623,4.231918035138357,1.2311885434086152,4.583017429646518,2.4811023878576655,4.245962010918684,2.4857837131177742,4.578336104386409,3.136487924272898,4.241280685658575,3.12712527375268,4.554929478085865,3.632708401844431,4.26000598669901,3.604620450283778,4.526841526525212,3.67484032918541,4.288093938259664,3.656115028144975,4.615786706467279,3.90890659219085,4.18510478253727,3.8761373153700887
4.447258997103362,1.1656499897670918,4.465984298143797,1.160968664506983,4.484709599184233,1.160968664506983,4.372357792941622,1.1703313150272008,4.344269841380969,1.1656499897670918,4.320863215080425,1.1656499897670918,4.512797550744886,1.189056616067636,4.274049962479337,1.2031005918479623,4.461302972883689,1.306089747570356,4.372357792941622,1.306089747570356,4.681325260108803,1.4886614327145993,4.082115626814876,1.4792987821943817,5.069875256697833,1.2124632423681798,3.7356975575668248,1.1562873392468742,4.601742730686953,1.1937379413277447,4.1663794814968345,1.207781917108071,4.508116225484777,1.160968664506983,4.255324661438902,1.1796939655474183,4.498753574964559,1.1796939655474183,4.26000598669901,1.2124632423681798,4.517478876004994,1.2031005918479623,4.231918035138357,1.2311885434086152,4.583017429646518,2.4811023878576655,4.245962010918684,2.4857837131177742,4.578336104386409,3.136487924272898,4.241280685658575,3.12712527375268,4.554929478085865,3.632708401844431,4.26000598669901,3.604620450283778,4.526841526525212,3.6701590039253014,4.288093938259664,3.656115028144975,4.615786706467279,3.90890659219085,4.18510478253727,3.8761373153700887
4.447892627817563,1.1658160677121823,4.466620596776794,1.1658160677121823,4.485348565736026,1.1611340754723742,4.372980751980635,1.17049805995199,4.3448887985417874,1.17049805995199,4.321478837342748,1.1658160677121823,4.513440519174874,1.189226028911222,4.274658914944668,1.2032720056306458,4.461938604536987,1.306275834906421,4.372980751980635,1.310957827146229,4.686674232047769,1.4888735322589315,4.0873792253523495,1.4795095477793154,5.070597595712021,1.2126359901102617,3.7362298073667524,1.1564520832325662,4.602398371731225,1.19390802115103,4.1669730934290845,1.2079539978704539,4.508758526935066,1.1611340754723742,4.255930945985436,1.1798620444316061,4.49939454245545,1.1798620444316061,4.260612938225244,1.2126359901102617,4.518122511414682,1.2079539978704539,4.2325209847863965,1.2313639590694936,4.583670402771993,2.4814558870982193,4.24656696150582,2.486137879338027,4.578988410532185,3.1369348006713333,4.241884969266012,3.1275708161917177,4.5555784493331455,3.6332259780909775,4.260612938225244,3.6051340246521297,4.527486495894298,3.670681916009441,4.288704891664092,3.656635939290017,4.616444348450649,3.909463520239647,4.185701062388317,3.8766895745609915
